ICAO,IATA,Name,Type,Municipality,Country,
VTPT,TKT,Tak Airport,Medium airport,Tak,Thailand,
RJOT,TAK,Takamatsu Airport,Medium airport,Takamatsu,Japan,
VTPI,TKH,Takhli Royal Thai Air Force Base,Medium airport,Takhli,Thailand,
UAFT,,Talas Airport,Small airport,Talas,Kyrgyzstan,
UAAT,TDK,Taldykorgan Airport,Medium airport,Taldy Kurgan,Kazakhstan,
OPTH,BDN,Talhar Airport,Small airport,Badin,Pakistan,
WAPT,TAX,Taliabu Island Airport,Small airport,Tikong-Taliabu Island,Indonesia,
ORTF,,Tall Afar Army Air Field,Medium airport,Tall Afar,Iraq,
OATQ,TQN,Talolqan Airport,Small airport,Taloqan,Afghanistan,
VOTX,,Tambaram Air Force Station,Small airport,Chennai,India,
WATK,TMC,Tambolaka Airport,Small airport,Waikabubak-Sumba Island,Indonesia,
UAFA,,Tamga Airport,Small airport,Tamga,Kyrgyzstan,
WAWJ,MJU,Tampa Padang Airport,Small airport,Mamuju-Celebes Island,Indonesia,
VVTS,SGN,Tan Son Nhat International Airport,Large airport,Ho Chi Minh City,Vietnam,
WRLH,TNB,Tanah Grogot Airport,Small airport,Tanah Grogot-Borneo Island,Indonesia,
WAKT,TMH,Tanah Merah Airport,Small airport,Tanah Merah-Papua Island,Indonesia,
VYTN,,Tanai Airport,Small airport,Tanai,Burma,
RPMW,TDG,Tandag Airport,Medium airport,Tandag,Philippines,
UTSM,,Tandy Bulak Airport,Small airport,Tandy Bulak,Uzbekistan,
ZBTS,TVS,Tangshan Sannühe Airport,Small airport,Tangshan,China,
VOTJ,TJV,Tanjore Air Force Base,Small airport,Thanjavur,India,
WRLJ,,Tanjung Bara Airport,Small airport,Sangata,Indonesia,
WALG,TJS,Tanjung Harapan Airport,Small airport,Tanjung Selor-Borneo Island,Indonesia,
WBGT,TGC,Tanjung Manis Airport,Small airport,Tanjung Manis,Malaysia,
WALT,TSX,Tanjung Santan Airport,Small airport,Santan-Borneo Island,Indonesia,
VYTY,,Tanyang Airport,Small airport,Tanyang,Burma,
ZYTX,SHE,Taoxian Airport,Large airport,Shenyang,China,
VNTJ,TPJ,Taplejung Airport,Medium airport,Taplejung,Nepal,
RORT,TRA,Tarama Airport,Medium airport,Tarama,Japan,
UADD,DMB,Taraz Airport,Medium airport,Taraz,Kazakhstan,
OPTA,TLB,Tarbela Dam Airport,Small airport,Tarbela,Pakistan,
WIOM,MWK,Tarempa Airport,Small airport,Matak Island,Indonesia,
OATN,TII,Tarin Kowt Airport,Small airport,Tarin Kowt,Afghanistan,
USDS,TQL,Tarko-Sale Airport,Small airport,Tarko-Sale,Russia,
UTTP,,Tashkent East Airport,Medium airport,Tashkent,Uzbekistan,
UTTT,TAS,Tashkent International Airport,Large airport,Tashkent,Uzbekistan,
RJTE,,JMSDF Tateyama Air Base,Medium airport,Tateyama,Japan,
VYTO,,Taungoo Airport,Small airport,Taungoo,Burma,
WBKW,TWU,Tawau Airport,Medium airport,Tawau,Malaysia,
USDT,,Tazovskiy Airport,Small airport,Tazovskiy,Russia,
UGTB,TBS,Tbilisi International Airport,Large airport,Tbilisi,Georgia,
WIMT,,Tebing Tinggi Airport,Small airport,Tabbing Tinggi-Sumatra Island,Indonesia,
VGTJ,,Tejgaon Airport,Small airport,Dhaka,Bangladesh,
LLEK,,Tel Nof Air Base,Medium airport,Rehovot,Israel,
WAOT,,Teluk Kepayang Airport,Small airport,Teluk Kepayang,Indonesia,
WBKE,TEL,Telupid Airport,Small airport,Telupid,Malaysia,
WAST,TXM,Teminabuan Airport,Small airport,Atinjoe-Papua Island,Indonesia,
WALS,SRI,Temindung Airport,Medium airport,Samarinda,Indonesia,
WSAT,TGA,Tengah Air Base,Medium airport,Singapore,Singapore,
ZUTC,TCZ,Tengchong Tuofeng Airport,Medium airport,Tengchong,China,
WAMC,,Tentena Airport,Small airport,Tentena-Celebes Island,Indonesia,
WMBE,,Termeloh Airport,Small airport,Temerloh,Malaysia,
UTST,TMJ,Termez Airport,Medium airport,Termez,Uzbekistan,
WITA,TPK,Teuku Cut Ali Airport,Small airport,Tapak Tuan-Sumatra Island,Indonesia,
VETZ,TEZ,Tezpur Airport,Medium airport,Tezpur,India,
VETJ,TEI,Tezu Airport,Small airport,Tezu,India,
OEBN,,Thablotin Airport,Small airport,Thabhloten,Saudi Arabia,
VLTK,THK,Thakhek Airport,Small airport,Thakhek,Laos,
VGSG,TKR,Thakurgaon Airport,Small airport,Thakurgaon,Bangladesh,
OP23,,Thal Airport,Small airport,Thal,Pakistan,
VNTH,,Thamkharka Airport,Small airport,Khotang Bazar,Nepal,
VYTD,SNW,Thandwe Airport,Medium airport,Thandwe,Burma,
OP10,,Thar Airport,Small airport,Chuchra,Pakistan,
VRNT,TMF,Thimarafushi Airport,Small airport,Thimarafushi,Maldives,
VQTU,,Thimphu Heliport,Heliport,Thimphu,Bhutan,
VVTX,THD,Tho Xuan Airport,Small airport,Thanh Hóa,Vietnam,
VI57,,Thoise Airport,Small airport,,India,
OETH,,Thumamah Airport,Small airport,,Saudi Arabia,
OOTH,TTH,Thumrait Air Base,Medium airport,Thumrait,Oman,
VE96,,Thuniabhand Airport,Small airport,,India,
ZBTJ,TSN,Tianjin Binhai International Airport,Large airport,Tianjin,China,
ZLTS,THQ,Tianshui Maijishan Airport,Medium airport,Tianshui,China,
VNTP,TPU,Tikapur Airport,Small airport,Tikapur,Nepal,
UEST,IKS,Tiksi Airport,Medium airport,Tiksi,Russia,
UHPT,,Tilichiki Airport,Small airport,Tilichiki,Russia,
VYHN,TIO,Tilin Airport,Small airport,Tilin,Burma,
VOTR,TRZ,Tiruchirapally Civil Airport Airport,Medium airport,Tiruchirappally,India,
VOTP,TIR,Tirupati Airport,Small airport,Tirupati,India,
WAOP,PKY,Tjilik Riwut Airport,Small airport,Palangkaraya-Kalimantan Tengah,Indonesia,
LLTN,,Tnuvot Ultralight Airfield,Small airport,Tnuvot,Israel,
USTO,TOX,Tobolsk Airport,Small airport,Tobolsk,Russia,
RJCT,,Tokachi Airfield,Medium airport,Obihiro,Japan,
RJCB,OBO,Tokachi-Obihiro Airport,Medium airport,Obihiro,Japan,
LTAW,TJK,Tokat Airport,Medium airport,Tokat,Turkey,
UAFF,,Tokmok Airport,Small airport,Tokmok,Kyrgyzstan,
RJKN,TKN,Tokunoshima Airport,Medium airport,Tokunoshima,Japan,
RJOS,TKS,Tokushima Airport/JMSDF Air Base,Medium airport,Tokushima,Japan,
RJTT,HND,Tokyo Haneda Airport,Large airport,Tokyo,Japan,
RJTI,,Tokyo Heliport,Heliport,Tokyo,Japan,
RJTI,,Tokyo Heliport,Heliport,Tokyo,Japan,
UNNT,OVB,Tolmachevo Airport,Large airport,Novosibirsk,Russia,
WBKM,TMG,Tomanggong Airport,Small airport,Tomanggong,Malaysia,
ZYTN,TNH,Tonghua Sanyuanpu Airport,Medium airport,Tonghua,China,
ZBTL,TGO,Tongliao Airport,Medium airport,Tongliao,China,
ZUTR,TEN,Tongren Fenghuang Airport,Small airport,,China,
OIMH,,Torbat-e Heydarieh Airport,Small airport,Torbat-E-Heidarieh,Iran,
ZMTL,TNZ,Tosontsengel Airport,Small airport,Tosontsengel,Mongolia,
RJOR,TTJ,Tottori Airport,Medium airport,Tottori,Japan,
RJNT,TOY,Toyama Airport,Medium airport,Toyama,Japan,
LTCG,TZX,Trabzon International Airport,Large airport,Trabzon,Turkey,
VTST,TST,Trang Airport,Medium airport,Tambon Khok Lo,Thailand,
VTBO,TDX,Trat Airport,Medium airport,Trat,Thailand,
VNKT,KTM,Tribhuvan International Airport,Large airport,Kathmandu,Nepal,
VOTV,TRV,Trivandrum International Airport,Large airport,Thiruvananthapuram,India,
WART,SUP,Trunojoyo Airport,Small airport,Sumenep-Madura Island,Indonesia,
ZMTG,TSZ,Tselserleg Airport,Small airport,Tselserleg,Mongolia,
RJFZ,,Tsuiki Air Field,Medium airport,Tsuiki,Japan,
RJDT,TSJ,Tsushima Airport,Medium airport,Tsushima,Japan,
RPVU,TBH,Tugdan Airport,Medium airport,Tablas Island,Philippines,
RPUT,TUG,Tuguegarao Airport,Medium airport,Tuguegarao City,Philippines,
VEAZ,,Tuirial Airfield,Heliport,Aizawl,India,
VNDG,DNP,Tulsipur Airport,Small airport,Dang,Nepal,
WAOW,TBM,Tumbang Samba Airport,Small airport,Tumbang Samba-Borneo Island,Indonesia,
VNTR,TMI,Tumling Tar Airport,Small airport,Tumling Tar,Nepal,
WIHL,CXP,Tunggul Wulung Airport,Medium airport,Cilacap-Java Island,Indonesia,
ZSTX,TXN,Tunxi International Airport,Medium airport,Huangshan,China,
UNIT,,Tura Mountain Airport,Small airport,Tura,Russia,
OETR,TUI,Turaif Domestic Airport,Medium airport,Turaif,Saudi Arabia,
OPTU,TUK,Turbat International Airport,Medium airport,Turbat,Pakistan,
UAUT,,Turgay Airport,Small airport,Turgay,Kazakhstan,
UAJT,,Turkestan Airport,Small airport,Turkestan,Kazakhstan,
UTAV,CRZ,Turkmenabat Airport,Medium airport,Türkmenabat,Turkmenistan,
UTAK,KRW,Turkmenbashi Airport,Medium airport,Krasnovodsk,Turkmenistan,
ZWTP,TLQ,Turpan Jiaohe Airport,Medium airport,Turpan,China,
UTNT,,Turtkul Airport,Small airport,Turtkul,Uzbekistan,
UOTT,THX,Turukhansk Airport,Small airport,Turukhansk,Russia,
VOTK,TCR,Tuticorin Airport,Small airport,Thoothukudi,India,
VTBU,UTP,U-Tapao International Airport,Medium airport,Rayong,Thailand,
RPSN,,Ubay Airport,Small airport,Ubay,Philippines,
ORUB,,Ubaydah Bin Al Jarrah Airport,Medium airport,Al Cut,Iraq,
VTUU,UBP,Ubon Ratchathani Airport,Medium airport,Ubon Ratchathani,Thailand,
WAJU,UBR,Ubrub Airport,Small airport,Ubrub-Papua Island,Indonesia,
UTSU,,Uchkuduk Airport,Small airport,Uchkuduk,Uzbekistan,
OKDI,,Udairi Army Air Field,Small airport,Camp Buehring,Kuwait,
OEUD,,Udhailiyah Airport,Small airport,Udhailiyah,Saudi Arabia,
VIUX,,Udhampur Air Force Station,Medium airport,Udhampur,India,
VTUD,UTH,Udon Thani Airport,Medium airport,Udon Thani,Thailand,
VTED,BAO,Udorn Air Base,Small airport,Ban Mak Khaen,Thailand,
ZKUJ,,Uiju Airport,Small airport,Uiju,North Korea,
USSK,,Uktus Airport,Medium airport,Yekaterinburg,Russia,
ZMUG,ULO,Ulaangom Airport,Small airport,Ulaangom,Mongolia,
UIUU,UUD,Ulan-Ude Airport (Mukhino),Medium airport,Ulan Ude,Russia,
XIUW,,Ulan-Ude East Airport,Medium airport,Ulan Ude,Russia,
ZBUL,HLH,Ulanhot Airport,Small airport,Ulanhot,China,
ZBUC,UCB,Ulanqab Jining Airport,Medium airport,Ulanqab,China,
ZMUL,ULG,Ulgii Mongolei Airport,Small airport,,Mongolia,
RKTL,UJN,Uljin Airport,Small airport,Bongsan-ri,South Korea,
RKPU,USN,Ulsan Airport,Medium airport,Ulsan,South Korea,
WMBF,,Ulu Bernam Airport,Small airport,Ulu Bernam,Malaysia,
WATU,WGP,Umbu Mehang Kunda Airport,Small airport,Waingapu-Sumba Island,Indonesia,
OMUQ,,Umm Al Quwain,Small airport,,United Arab Emirates,
OEUM,,Umm Lajj Airport,Small airport,Umm Lejj,Saudi Arabia,
ORUQ,,Umm Qasr Airport,Small airport,,Iraq,
UARR,URA,Uralsk Airport,Medium airport,Uralsk,Kazakhstan,
USHU,URJ,Uray Airport,Medium airport,Uray,Russia,
UTNU,UGC,Urgench Airport,Medium airport,Urgench,Uzbekistan,
OAOG,URN,Urgun Airport,Small airport,Urgun,Afghanistan,
OITR,OMH,Urmia Airport,Medium airport,Urmia,Iran,
ZWWW,URC,Ürümqi Diwopu International Airport,Large airport,Ürümqi,China,
UASU,UZR,Urzhar Airport,Small airport,Urzhar,Kazakhstan,
LTBO,USQ,Uşak Airport,Small airport,Uşak,Turkey,
UAAL,,Usharal Airport,Small airport,Usharal,Kazakhstan,
UIBS,UIK,Ust-Ilimsk Airport,Small airport,Ust-Ilimsk,Russia,
UHPK,,Ust-Kamchatsk Airport,Small airport,Ust-Kamchatsk,Russia,
UASK,UKK,Ust-Kamennogorsk Airport,Medium airport,Ust Kamenogorsk,Kazakhstan,
UNBU,,Ust-Koksa Airport,Small airport,Ust-Koksa Airport,Russia,
UITT,UKX,Ust-Kut Airport,Medium airport,Ust-Kut,Russia,
UHPA,,Ust-Pakhachi Airport,Small airport,Ust-Pakhachi,Russia,
VEUK,,Utkela Airport,Small airport,,India,
RJTU,,Utsunomiya Airport,Medium airport,Utsunomiya,Japan,
VTPU,UTR,Uttaradit Airport,Small airport,Uttaradit,Thailand,
VIUT,,Uttarlai Airport,Small airport,,India,
VABO,BDQ,Vadodara Airport,Medium airport,Vadodara,India,
UOOW,,Valek Airport,Medium airport,Valek,Russia,
LTCI,VAN,Van Ferit Melen Airport,Medium airport,Van,Turkey,
UNIW,,Vanavara Airport,Medium airport,Vanavara,Russia,
VCCV,,Vavuniya Airport,Small airport,Vavuniya,Sri Lanka,
OP21,,Velhari Airport,Small airport,Velhari,Pakistan,
VOVR,,Vellore Airport,Small airport,Vellore,India,
UENI,VHV,Verkhnevilyuisk Airport,Small airport,Verkhnevilyuisk,Russia,
UEBW,,Verkhoyansk Airport,Small airport,,Russia,
RPUQ,,Vigan Airport,Small airport,Vigan City,Philippines,
VOJV,VDY,Vijayanagar Aerodrome (JSW),Small airport,,India,
VOBZ,VGA,Vijayawada Airport,Medium airport,Andhra Pradesh Capital Region,India,
VE91,,Vijaynagar Advanced Landing Ground,Small airport,,India,
VRMV,VAM,Villa Airport,Medium airport,Maamigili,Maldives,
UENW,VYI,Vilyuisk Airport,Medium airport,Vilyuisk,Russia,
VVVH,VII,Vinh Airport,Medium airport,Vinh,Vietnam,
WPVQ,VIQ,Viqueque Airport,Small airport,Viqueque,Timor-Leste,
VOPB,IXZ,Vir Savarkar International Airport,Medium airport,Port Blair,India,
RPUV,VRC,Virac Airport,Medium airport,Virac,Philippines,
VOVZ,VTZ,Vishakhapatnam Airport,Small airport,Visakhapatnam,India,
UHWW,VVO,Vladivostok International Airport,Medium airport,Vladivostok,Russia,
UUYW,VKT,Vorkuta Airport,Medium airport,Vorkuta,Russia,
VVVT,VTG,Vung Tau Airport,Small airport,Vung Tau,Vietnam,
OEWD,WAE,Wadi Al Dawasir Airport,Medium airport,Wadi al-Dawasir,Saudi Arabia,
WABG,WET,Wagethe Airport,Small airport,Wagethe-Papua Island,Indonesia,
WAPV,WBA,Wahai,Small airport,Seram Island,Indonesia,
WAJD,,Wakde Airport,Small airport,Masi Masi Island,Indonesia,
RJCW,WKJ,Wakkanai Airport,Medium airport,Wakkanai,Japan,
OPLH,,Walton Airport,Medium airport,Walton,Pakistan,
WAJW,WMX,Wamena Airport,Medium airport,Wamena-Papua Island,Indonesia,
OPWN,WAF,Wana Airport,Small airport,Waana,Pakistan,
RCWA,WOT,Wang-an Airport,Small airport,Wang-an,Taiwan,
ZUWX,WXN,Wanxian Airport,Small airport,Wanxian,China,
VOWA,WGC,Warangal Airport,Small airport,Warangal,India,
WABW,,Waren Airport,Small airport,Momi-Papua Island,Indonesia,
WAJR,WAR,Waris Airport,Small airport,Swach,Indonesia,
WAON,TJG,Warukin Airport,Medium airport,Tanta-Tabalong-Borneo Island,Indonesia,
ORWH,,Washington Army Heliport,Heliport,,Iraq,
RPVL,,Wasig Airport,Small airport,Mansalay,Philippines,
WASW,WSR,Wasior Airport,Small airport,Wasior-Papua Island,Indonesia,
VLVT,VTE,Wattay International Airport,Medium airport,Vientiane,Laos,
VTBW,,Watthana Nakhon Airport,Small airport,,Thailand,
VCCW,WRZ,Weerawila Airport,Small airport,Weerawila,Sri Lanka,
ZSWF,WEF,Weifang Airport,Medium airport,Weifang,China,
ZSWH,WEH,Weihai Airport,Medium airport,Weihai,China,
ZPWS,WNH,Wenshan Puzhehei Airport,Small airport,Wenshan,China,
ZSWZ,WNZ,Wenzhou Longwan International Airport,Large airport,Wenzhou,China,
WAJY,,Werur/Mar Airport,Small airport,Mar,Indonesia,
RKNF,,Whang Ryeong Helipad,Heliport,Noinbong,South Korea,
RO04,,White Beach Helipad CFAO,Heliport,,Japan,
VOCC,,Willingdon Island Air Base,Small airport,Kochi,India,
WAWW,KDI,Wolter Monginsidi Airport,Small airport,Kendari-Celebes Island,Indonesia,
RKNW,WJU,Wonju/Hoengseong Air Base (K-38/K-46),Medium airport,Wonju,South Korea,
ZKWS,WOS,Wonsan Kalma International Airport,Medium airport,Wonsan,North Korea,
ZJYX,,Woody Island Airport,Small airport,Woody Island,China,
RKTW,,Woong Cheon Heliport,Heliport,Sohwang,South Korea,
WAMU,,Wuasa Airport,Small airport,Wuasa-Celebes Island,Indonesia,
ZYDU,DTU,Wudalianchi Dedu Airport,Medium airport,Wudalianchi,China,
ZBUH,WUA,Wuhai Airport,Small airport,Wuhai,China,
ZHHH,WUH,Wuhan Tianhe International Airport,Large airport,Wuhan,China,
ZSWU,WHU,Wuhu Air Base,Medium airport,Wuhu,China,
ZGWZ,WUZ,Wuzhou Changzhoudao Airport,Small airport,Wuzhou,China,
ZLXY,XIY,Xi'an Xianyang International Airport,Large airport,Xi'an,China,
ZLSN,SIA,Xi'an Xiguan Airport,Medium airport,Xi'an,China,
ZSAM,XMN,Xiamen Gaoqi International Airport,Large airport,Xiamen,China,
ZHXF,XFN,Xiangyang Liuji Airport,Small airport,Xiangfan,China,
RCLC,,Xiaoliuqiu Heliport,Heliport,Xiaoliuqiu,Taiwan,
ZUXC,XIC,Xichang Qingshan Airport,Medium airport,Xichang,China,
VLXK,XKH,Xieng Khouang Airport,Small airport,Xieng Khouang,Laos,
VLXL,XIE,Xienglom Airport,Small airport,Xienglom,Laos,
ZBXH,XIL,Xilinhot Airport,Medium airport,Xilinhot,China,
ZYXC,XEN,Xingcheng Air Base,Medium airport,,China,
ZGXN,XIN,Xingning Airport,Small airport,Xingning,China,
ZBXT,XNT,Xingtai Dalian Airport,Small airport,Xingtai,China,
ZUYI,ACX,Xingyi Airport,Medium airport,Xingyi,China,
ZLXN,XNN,Xining Caojiabu Airport,Medium airport,Xining,China,
ZWNL,NLT,Xinyuan Nalati Airport,Medium airport,Xinyuan County,China,
ZBXZ,WUT,Xinzhou Wutaishan Airport,Small airport,Xinzhou,China,
ZPJH,JHG,Xishuangbanna Gasa Airport,Medium airport,Jinghong,China,
ZSXZ,XUZ,Xuzhou Guanyin Airport,Medium airport,Xuzhou,China,
RJCY,,Yakumo JASDF Airbase,Small airport,Yakumo,Japan,
RJFC,KUM,Yakushima Airport,Medium airport,Yakushima,Japan,
UEEE,YKS,Yakutsk Airport,Medium airport,Yakutsk,Russia,
LTBP,,Yalova Airport,Small airport,Çiftlikköy,Turkey,
RJSC,GAJ,Yamagata Airport,Medium airport,Yamagata,Japan,
RJDC,UBJ,Yamaguchi Ube Airport,Medium airport,Ube,Japan,
ZLYA,ENY,Yan'an Ershilipu Airport,Small airport,Yan'an,China,
ZSYN,YNZ,Yancheng Airport,Small airport,Yancheng,China,
RKRG,,Yang Pyeong (G 301) Airport,Small airport,Galji,South Korea,
OAYQ,,Yangi Qala Airport,Small airport,,Afghanistan,
RKRY,,Yangin Airport (G-501),Small airport,Pogong-ro,South Korea,
VYYY,RGN,Yangon International Airport,Large airport,Yangon,Burma,
RKNY,YNY,Yangyang International Airport,Medium airport,Gonghang-ro,South Korea,
ZSYA,YTY,Yangzhou Taizhou Airport,Medium airport,Yangzhou and Taizhou,China,
ZSYA,YTY,Yangzhou Taizhou Airport,Medium airport,Yangzhou and Taizhou,China,
ZYYJ,YNJ,Yanji Chaoyangchuan Airport,Medium airport,Yanji,China,
ZSYT,YNT,Yantai Laishan Airport,Medium airport,Yantai,China,
RJOY,,Yao Airport,Medium airport,Yao,Japan,
ZSJN,TNA,Yaoqiang Airport,Large airport,Jinan,China,
USDR,,Yar-Sale Airport,Small airport,,Russia,
OISY,YES,Yasouj Airport,Medium airport,Yasouj,Iran,
OAYW,,Yawan Airport,Small airport,,Afghanistan,
VYYE,XYE,Ye Airport,Small airport,Ye,Burma,
RKTY,YEC,Yecheon Airbase,Medium airport,Yecheon-ri,South Korea,
ZWSC,QSZ,Yeerqiang Airport,Medium airport,Shache,China,
VOYK,,Yelahanka Air Force Station,Small airport,Yelahanka,India,
UHPP,PKC,Yelizovo Airport,Medium airport,Petropavlovsk-Kamchatsky,Russia,
UNNE,,Yeltsovka Airport,Medium airport,Novosibirsk,Russia,
UNII,EIE,Yeniseysk Airport,Medium airport,Yeniseysk,Russia,
RKSU,,Yeoju Range Heliport,Heliport,Utsokgogaet-gil,South Korea,
RKSQ,,Yeonpyeong-Myeon Heliport,Heliport,Yeonpyeong-myeon,South Korea,
RKJY,RSU,Yeosu Airport,Medium airport,Yeosu,South Korea,
UIKE,ERG,Yerbogachen Airport,Small airport,Erbogachen,Russia,
UD21,,Yerevan Yegvard Airport,Small airport,Yerevan,Armenia,
UBEE,YLV,Yevlakh Airport,Small airport,Yevlakh,Azerbaijan,
OOYB,,Yibal Airport,Small airport,Yibal Oilfield,Oman,
ZUYB,YBP,Yibin Caiba Airport,Small airport,Yibin,China,
ZHYC,YIH,Yichang Sanxia Airport,Medium airport,Yichang,China,
ZSYC,YIC,Yichun Mingyueshan Airport,Medium airport,Yichun,China,
ZLIC,INC,Yinchuan Airport,Small airport,Yinchuan,China,
ZYYK,YKH,Yingkou Lanqi Airport,Medium airport,Yingkou,China,
ZWYN,YIN,Yining Airport,Small airport,Yining,China,
ZSYW,YIW,Yiwu Airport,Medium airport,Yiwu,China,
RJTX,,Yokosuka Heliport,Heliport,,Japan,
RJTY,OKO,Yokota Air Base,Large airport,Fussa,Japan,
ROYN,OGN,Yonaguni Airport,Medium airport,Yaeyama,Japan,
RKJO,,Yong Jung-ri Helipad,Heliport,Gusipoan-gil,South Korea,
RKUY,,Yongchon Airport (G-801),Heliport,Yeongcheon,South Korea,
VQTY,YON,Yongphulla Airport,Small airport,Tashigang,Bhutan,
RORY,RNJ,Yoron Airport,Medium airport,Yoronjima,Japan,
LLYT,YOT,Yotvata Airfield,Small airport,Yotvata,Israel,
ZPYM,YUA,Yuanmou Air Base,Medium airport,Yuanmou,China,
UAON,,Yubileyniy Airfield,Medium airport,Baikonur,Kazakhstan,
ZLYL,UYN,Yulin Yuyang Airport,Small airport,Yulin,China,
ZBYC,YCU,Yuncheng Guangong Airport,Small airport,Yuncheng,China,
WAJE,RUF,Yuruf Airport,Small airport,Amgotro,Indonesia,
ZYLS,YUS,Yushu Batang Airport,Medium airport,Yushu,China,
UHSS,UUS,Yuzhno-Sakhalinsk Airport,Medium airport,Yuzhno-Sakhalinsk,Russia,
OIZB,ACZ,Zabol Airport,Medium airport,Zabol,Iran,
UBTT,ZXT,Zabrat Airport,Medium airport,Baku,Azerbaijan,
LTBZ,KZR,Zafer Airport,Small airport,Altıntaş,Turkey,
OIZH,ZAH,Zahedan International Airport,Medium airport,Zahedan,Iran,
UAAC,,Zakirovskiy Airport,Small airport,Almaty,Kazakhstan,
RPMZ,ZAM,Zamboanga International Airport,Medium airport,Zamboanga City,Philippines,
OITZ,JWN,Zanjan Airport,Medium airport,Zanjan,Iran,
UBBY,ZTU,Zaqatala International Airport,Small airport,Zaqatala,Azerbaijan,
OAZJ,ZAJ,Zaranj Airport,Small airport,Zaranj,Afghanistan,
OISO,,Zargan Airport,Small airport,Zargan,Iran,
OJ38,,Zarqa Airport,Small airport,Zarqa,Jordan,
OIFV,,Zarrinshahr Airport,Small airport,Zarrinshahr,Iran,
UASZ,SZI,Zaysan Airport,Small airport,Zaysan,Kazakhstan,
UHBE,,Zeya Airport,Small airport,Zeya,Russia,
ZBZJ,ZQZ,Zhangjiakou Ningyuan Airport,Medium airport,Zhangjiakou,China,
ZLZY,YZY,Zhangye Ganzhou Airport,Medium airport,Zhangye,China,
ZGZJ,ZHA,Zhanjiang Airport,Medium airport,Zhanjiang,China,
ZPZT,ZAT,Zhaotong Airport,Small airport,Zhaotong,China,
UIBV,,Zheleznogorsk Airport,Medium airport,Zheleznogorsk-Ilimsky,Russia,
ZHCC,CGO,Zhengzhou Xinzheng International Airport,Large airport,Zhengzhou,China,
UAKD,DZN,Zhezkazgan Airport,Medium airport,Zhezkazgan,Kazakhstan,
UIIV,,Zhigalovo Airport,Small airport,,Russia,
UEVV,ZIX,Zhigansk Airport,Medium airport,Zhigansk,Russia,
ZGCJ,HJJ,Zhijiang Airport,Medium airport,Huaihua,China,
OPZB,PZH,Zhob Airport,Medium airport,Fort Sandeman,Pakistan,
ZLZW,ZHY,Zhongwei Shapotou Airport,Medium airport,Zhongwei,China,
ZSZS,HSN,Zhoushan Airport,Small airport,Zhoushan,China,
ZYTL,DLC,Zhoushuizi Airport,Large airport,Dalian,China,
ZGSD,ZUH,Zhuhai Jinwan Airport,Medium airport,Zhuhai,China,
OEZL,ZUL,Zilfi Airport,Small airport,Zilfi,Saudi Arabia,
OMAZ,,Zirku Airport,Small airport,Zirku Island,United Arab Emirates,
VEZO,ZER,Ziro Airport,Medium airport,Ziro,India,
UHSO,ZZO,Zonalnoye Airport,Small airport,Tymovskoye,Russia,
LTAS,ONQ,Zonguldak Airport,Small airport,Zonguldak,Turkey,
ZUMT,WMT,Zunyi Maotai Airport,Medium airport,Zunyi,China,
ZUZY,ZYI,Zunyi Xinzhou Airport,Medium airport,Zunyi,China,
UDYZ,EVN,Zvartnots International Airport,Large airport,Yerevan,Armenia,
UESU,ZKP,Zyryanka Airport,Medium airport,Zyryanka,Russia,
