ICAO,IATA,Name,Type,Municipality,Country
SLEV,,El Salvador Airport,Small airport,Ballivian,Bolivia
SVES,,El Samán de Apure Airport,Small airport,El Samán de Apure,Venezuela
SCSP,,El Sobrante Airport,Small airport,Petorca,Chile
SCET,,El Tambo Airport,Small airport,San Vicente De Tagua Tagua,Chile
SCTW,,El Tapihue Airport,Small airport,Casablanca,Chile
SVRN,,El Terrón Airport,Small airport,,Venezuela
SVTO,,El Toco Airport,Small airport,El Toco,Venezuela
SAFT,,El Trebol Airport,Small airport,El Trebol,Argentina
SLEF,,El Triunfo Airport,Small airport,Yacuma,Bolivia
SKAT,ARQ,El Troncal Airport,Small airport,Arauquita,Colombia
SCOV,OVL,El Tuqui Airport,Small airport,Ovalle,Chile
SCVG,,El Vergel Airport,Small airport,Riñihue,Chile
SEVR,,El Vergel Airport,Small airport,El Vergel,Ecuador
SVYG,,El Yagual Airport,Small airport,,Venezuela
SVYI,,El Yavi Airport,Small airport,,Venezuela
SJEL,,Eldorado Airport,Small airport,Itaituba,Brazil
SJGO,,Eldorado Airport,Small airport,Eldorado,Brazil
SIYN,,Eletro Primavera LTDA Airport,Small airport,Pimenta Bueno,Brazil
SIIG,,Eliza Camargo de Arruda Botelho Airport,Small airport,Rancharia,Brazil
SIJR,,Ely Rego Airport,Small airport,Balsa Nova,Brazil
SWEM,,Emal - Empresa de Mineiração Aripuanã Ltda. Airport,Small airport,Primavera Do Leste,Brazil
SWVZ,,EMAL - Empresa de Mineração Aripuanã Ltda Airport,Small airport,Nobres,Brazil
SJPA,,EMAL - Pimenta Bueno Airport,Small airport,Pimenta Bueno,Brazil
SBGP,0,EMBRAER - Unidade Gavião Peixoto Airport,Small airport,Gavião Peixoto,Brazil
SNAN,,Empresa Agrícola Chiapeta Airport,Small airport,Chiapeta,Brazil
SVEF,,Empujeca Airport,Small airport,,Venezuela
SNEM,0,Encanta Moça Airport,Small airport,Recife,Brazil
SGEN,ENO,Encarnación Airport,Small airport,Encarnación,Paraguay
SVEN,,Encontrados Airport,Small airport,,Venezuela
SSES,,Encruzilhada do Sul Airport,Small airport,Encruzilhada Do Sul,Brazil
SJIR,,Engenheiro Joaquim Martins Airport,Small airport,Iramaia,Brazil
SCCR,,Enrique Mayer Soto Airport,Small airport,Caleta Tortel,Chile
SCEB,,Entrada Baker Airport,Small airport,Entrada Baker,Chile
SCEY,,Entrada Mayer Airport,Small airport,Entrada Mayer,Chile
SNNM,,Entre Rios - Vitória Airport,Small airport,Guarapuava,Brazil
SSER,ERM,Erechim Airport,Small airport,Erechim,Brazil
SWAQ,,Érico Airport,Small airport,Boa Vista,Brazil
SACE,,Escuela De Aviacion Militar Airport,Small airport,Santa Isabel - Córdoba,Argentina
SCLS,,Esperanza Airport,Small airport,Lautaro,Chile
SLEI,,Espino Airport,Small airport,Cordillera,Bolivia
SVPN,,Espino Airport,Small airport,,Venezuela
SBEP,ESI,Espinosa Airport,Small airport,Espinosa,Brazil
SNES,,Esplanada Airport,Small airport,Esplanada,Brazil
SSEZ,,Espumoso Airport,Small airport,Espumoso,Brazil
SSPE,,Essência Retiro do Rio Cuiabá Airport,Small airport,Nobres,Brazil
SAWO,,Estación Aeronaval Airport,Small airport,Ushuahia,Argentina
SBBP,BJP,Estadual Arthur Siqueira Airport,Small airport,Bragança Paulista,Brazil
SLES,,Estalsa Airport,Small airport,Poopo,Bolivia
SWMZ,,Estância Aeronaldo Airport,Small airport,Rondonópolis,Brazil
SIDZ,,Estância Ayrton Senna Airport,Small airport,Caarapó,Brazil
SWOX,,Estância Barbosa Airport,Small airport,Nossa Senhora Do Livramento,Brazil
SSEX,,Estância Caiman Airport,Small airport,Miranda,Brazil
SJVM,,Estância Califórnia Airport,Small airport,Alta Floresta,Brazil
SDES,,Estância Colorado Airport,Small airport,Sales De Oliveira,Brazil
SSEG,,Estância da Gruta Airport,Small airport,Pelotas,Brazil
SWEC,,Estância das Cascatas Airport,Small airport,Aragarças,Brazil
SA10,,Estancia Don Panos Airport,Small airport,Presidencia Roca,Argentina
SSCS,,Estância Ema Airport,Small airport,Campo Grande,Brazil
SJEG,,Estância Esmeralda Airport,Small airport,Corumbá,Brazil
SJGW,,Estância Floresta Airport,Small airport,Sinop,Brazil
SSFE,,Estância Hércules Airport,Small airport,Foz Do Iguaçu,Brazil
SSEY,,Estância Itapororó Airport,Small airport,Alegrete,Brazil
SSOO,,Estância J.D.S Airport,Small airport,Fernão,Brazil
SA13,,Estancia La Estrella Airport,Small airport,Tandil,Argentina
SCOA,,Estancia Los Loros Airport,Small airport,Ovalle,Chile
SDEM,,Estância Machado Airport,Small airport,Álvares Machado,Brazil
SIGW,,Estância Miranda Airport,Small airport,Caracol,Brazil
SSNA,,Estância Miranda Airport,Small airport,Miranda,Brazil
SWQR,,Estância Norteagro Airport,Small airport,Boa Vista,Brazil
SUNM,,Estancia Nueva Mehlem Airport,Small airport,Nuevo Berlin,Uruguay
SG67,,Estancia Pai Quara Airport,Small airport,Estancia Pai Quara,Paraguay
SSLI,,Estância Portal do Sol Airport,Small airport,Itirapina,Brazil
SJEM,,Estância Pousada dos Pássaros Airport,Small airport,Vera,Brazil
SWEN,,Estância Recanto Airport,Small airport,Alta Floresta,Brazil
SIAD,,Estância Regina Airport,Small airport,Porto Murtinho,Brazil
SCRE,,Estancia Río Cisnes Airport,Small airport,Rio Cisnes,Chile
SSKG,,Estância Santa Maria Airport,Small airport,Campo Grande,Brazil
SJCY,,Estância Santa Rita Airport,Small airport,Cuiabá,Brazil
SWER,,Estância Santana Airport,Small airport,Cuiabá,Brazil
SIET,,Estância Tara Airport,Small airport,Miranda,Brazil
SNXI,,Estância Turística de Pereira Barreto Airport,Small airport,Pereira Barreto,Brazil
SIHN,,Estância Vacadiga Airport,Small airport,Bela Vista,Brazil
SCZE,,Estero Seco Airport,Small airport,Pirque,Chile
SJKZ,,Estevão Airport,Small airport,Uiramutã,Brazil
SWEE,,Estirão do Equador Airport,Small airport,Atalaia Do Norte,Brazil
SSBB,,Estrela Dalva Airport,Small airport,Bodoquena,Brazil
SNEU,,Euclides da Cunha Airport,Small airport,Euclides Da Cunha,Brazil
SCTB,,Eulogio Sánchez Airport,Small airport,Santiago,Chile
SDAD,,Everaldo Moras Barreto Airport,Small airport,Adamantina,Brazil
SJDS,,Fábrica Fortaleza Airport,Small airport,Eusébio,Brazil
SCFC,,Fachinal Airport,Small airport,Fachinal,Chile
SVFS,,Fagotrans Airport,Small airport,,Venezuela
SWXR,,Faria Airport,Small airport,Porto Esperidião,Brazil
SLFA,,Fatima Airport,Small airport,Ballivian,Bolivia
SPFA,,Fausa Airport,Small airport,Fausa,Perú
SJXW,,Fazenda 3M Airport,Small airport,Nova Alvorada Do Sul,Brazil
SWUX,,Fazenda 4 Amigos Airport,Small airport,Abreulândia,Brazil
SJED,,Fazenda Abath Airport,Small airport,Corumbá,Brazil
SJAX,,Fazenda Acalanto Airport,Small airport,São Desidério,Brazil
SJUS,,Fazenda Acará Airport,Small airport,Britânia,Brazil
SSFD,,Fazenda Acarajá Airport,Small airport,Amambaí,Brazil
SJKB,,Fazenda Adelaide Airport,Small airport,Brasnorte,Brazil
SWYW,,Fazenda Adriana Airport,Small airport,Alto Garças,Brazil
SNHW,,Fazenda Agro-Maratá Airport,Small airport,Santa Luzia,Brazil
SWWL,,Fazenda Agrocentro Airport,Small airport,Barra Do Garças,Brazil
SSUT,,Fazenda Agrofel Airport,Small airport,Tangará Da Serra,Brazil
SJGN,,Fazenda Agromar Airport,Small airport,São José Do Rio Claro,Brazil
SJEY,,Fazenda Agronet Airport,Small airport,Indiaporã,Brazil
SJVW,,Fazenda Agronol Airport,Small airport,Luís Eduardo Magalhães,Brazil
SNOQ,,Fazenda Agropecuária Crioulo Airport,Small airport,Tacuru,Brazil
SWOP,,Fazenda Agropecuária Embu Airport,Small airport,Nova Monte Verde,Brazil
SWYJ,,Fazenda Agropecuária FR Ltda. Airport,Small airport,Novo Progresso,Brazil
SSAG,,Fazenda Agropecuária Lobo Ltda Airport,Small airport,Água Clara,Brazil
SNLM,,Fazenda Agropecuária Rancho 11 Airport,Small airport,Porto Esperidião,Brazil
SSWH,,Fazenda Agropecuária Rossignolo Airport,Small airport,São Carlos,Brazil
SJXG,,Fazenda Agroplan Airport,Small airport,São Félix Do Araguaia,Brazil
SDKX,,Fazenda Agrovás Airport,Small airport,São Félix do Araguaia,Brazil
SDAR,,Fazenda Agrovera Airport,Small airport,Porto dos Gaúchos,Brazil
SNYR,,Fazenda Água Azul Airport,Small airport,Itaituba,Brazil
SNJC,,Fazenda Agua Boa Airport,Small airport,Ribamar Fiquene,Brazil
SSUR,,Fazenda Água Branca Airport,Small airport,Santa Rita Do Pardo,Brazil
SNAF,,Fazenda Água Comprida Airport,Small airport,Água Comprida,Brazil
SIOK,,Fazenda Água Doce Airport,Small airport,Nobres,Brazil
SIWP,,Fazenda Água Doce Airport,Small airport,Laguna Carapã,Brazil
SDOX,,Fazenda Água Fria Airfield,Small airport,Xinguara,Brazil
SWGU,,Fazenda Água Fria Airport,Small airport,Sandolândia,Brazil
SNPN,,Fazenda Água Fria Airport,Small airport,Lavínia,Brazil
SWDY,,Fazenda Água Fria Airport,Small airport,Nova Crixás,Brazil
SDNQ,,Fazenda Água Limpa,Small airport,Rio Branco,Brazil
SWKG,,Fazenda Água Limpa Airport,Small airport,Nova Ubiratã,Brazil
SJAF,,Fazenda Água Limpa Airport,Small airport,Campo Novo Do Parecis,Brazil
SWDZ,,Fazenda Água Limpa Airport,Small airport,Indiavaí,Brazil
SJES,,Fazenda Água Pê Airport,Small airport,Corumbá,Brazil
SIPG,,Fazenda Água Preta Airport,Small airport,Cocalinho,Brazil
SNHR,,Fazenda Água Santa Airport,Small airport,Perdizes,Brazil
SNNZ,,Fazenda Água Turva Airport,Small airport,Caracol,Brazil
SWAV,,Fazenda Água Verde Airport,Small airport,Diamantino,Brazil
SNZC,,Fazenda Águas Claras Airport,Small airport,Iguatemi,Brazil
SNAD,,Fazenda Águia Branca Airport,Small airport,Gurupi,Brazil
SJSA,,Fazenda Aimorés Airport,Small airport,Juti,Brazil
SSXC,,Fazenda Alaska I Airport,Small airport,Barão De Melgaço,Brazil
SSXB,,Fazenda Alaska II Airport,Small airport,Barão De Melgaço,Brazil
SSLK,,Fazenda Aldeia Airport,Small airport,Coxim,Brazil
SSQU,,Fazenda Alegrete - Retiro Carabda Airport,Small airport,Aquidauana,Brazil
SIKA,,Fazenda Alegria II Airport,Small airport,Amambai,Brazil
SWYH,,Fazenda Aliança Airport,Small airport,Araputanga,Brazil
SNWN,,Fazenda Aliança Airport,Small airport,Pedra Preta,Brazil
SDNZ,,Fazenda Alto do Piriqui Airport,Small airport,Sonora,Brazil
SWFQ,,Fazenda Alvorada Airport,Small airport,Porto Nacional,Brazil
SSVD,,Fazenda Alvorada Airport,Small airport,Quarto Centenário,Brazil
SJTN,,Fazenda Alvorada do Caxingó Airport,Small airport,Monte Alegre De Goiás,Brazil
SSXK,,Fazenda Alvorada do Marape Airport,Small airport,Tapurá,Brazil
SWLA,,Fazenda Amália Airport,Small airport,Juína,Brazil
SDFH,,Fazenda Amália Airport,Small airport,Santa Rosa Do Viterbo,Brazil
SIWR,,Fazenda Amazonas Airport,Small airport,Nova Crixás,Brazil
SWZM,,Fazenda América Airstrip,Small airport,Porto dos Gaúchos,Brazil
SWZL,,Fazenda Americana Airport,Small airport,Itambacuri,Brazil
SNAU,,Fazenda Americana Airport,Small airport,Barra do Corda,Brazil
SIQY,,Fazenda Amizade Airport,Small airport,Sorriso,Brazil
SSAV,,Fazenda Amonguijá Airport,Small airport,Porto Murtinho,Brazil
SJIJ,,Fazenda Amparo Airport,Small airport,Alto Taquari,Brazil
SDWU,,Fazenda Anahí Airport,Small airport,Porto Murtinho,Brazil
SJHT,,Fazenda ANB Airport,Small airport,Corguinho,Brazil
SSYD,,Fazenda Andorinha I Airport,Small airport,Pau D`Arco,Brazil
SSJO,,Fazenda Angico Airport,Small airport,Corumbá,Brazil
SDGY,,Fazenda Anhangaí Airport,Small airport,Araçatuba,Brazil
SWYM,,Fazenda Anhanguera Airport,Small airport,Pontes E Lacerda,Brazil
SDZU,,Fazenda Anhumas Airport,Small airport,Marabá Paulista,Brazil
SIEC,,Fazenda Anhumas II Airport,Small airport,Presidente Eptácio,Brazil
SIVQ,,Fazenda Annalu Airport,Small airport,Deodápolis,Brazil
SIXI,,Fazenda Antônio Andrade Airport,Small airport,Itororó,Brazil
SNAF,,Fazenda Aparecida Airport,Small airport,Penápolis,Brazil
SWCY,,Fazenda Aparecida do Norte Airport,Small airport,Nova Maringá,Brazil
SWAP,,Fazenda Apemag Airport,Small airport,Barra Do Bugres,Brazil
SWNL,,Fazenda Araçatuba Airport,Small airport,Lambari D`Oeste,Brazil
SJCL,,Fazenda Araçatuba Airport,Small airport,Nova Crixás,Brazil
SNVP,,Fazenda Araçatuba Airport,Small airport,Santa Fé,Brazil
SJGZ,,Fazenda Araçatuba Airport,Small airport,Anaurilândia,Brazil
SDXU,,Fazenda Araçatuba Airport,Small airport,Pacaembu,Brazil
SIIQ,,Fazenda Aracoxim Airport,Small airport,Sonora,Brazil
SSWP,,Fazenda Araguaia Airport,Small airport,Santa Maria Das Barreiras,Brazil
SJAA,,Fazenda Araguari Airport,Small airport,Gaúcha do Norte,Brazil
SWTN,,Fazenda Arapucel Airport,Small airport,Araputanga,Brazil
SIAO,,Fazenda Araras Airport,Small airport,Corguinho,Brazil
SIYF,,Fazenda Araras Airport,Small airport,Itaí,Brazil
SJWE,,Fazenda Araribá Airport,Small airport,Canarana,Brazil
SSBK,,Fazenda Araruna Airport,Small airport,Sonora,Brazil
SNRR,,Fazenda Aratau Airport,Small airport,Novo Repartimento,Brazil
SWEB,,Fazenda Araúna Airport,Small airport,Juara,Brazil
SSTD,,Fazenda Arco de Canto Airport,Small airport,André Da Rocha,Brazil
SWDC,,Fazenda Arco-Íris Airport,Small airport,Alto Garças,Brazil
SIJU,,Fazenda Areia Branca Airport,Small airport,Juína,Brazil
SJRT,,Fazenda Arrendamento Airport,Small airport,Paranatinga,Brazil
SWRZ,,Fazenda Arrossensal Airport,Small airport,Nortelândia,Brazil
SWAR,,Fazenda Aruanã Airport,Small airport,Ribeirão Cascalheira,Brazil
SWRH,,Fazenda Aurora Airport,Small airport,São Desidério,Brazil
SSXU,,Fazenda Aurora Airport,Small airport,Jardim,Brazil
SSUC,,Fazenda Aurora II Airport,Small airport,Ribas Do Rio Pardo,Brazil
SNUL,,Fazenda Aurora III Airport,Small airport,Ribas Do Rio Pardo,Brazil
SJPL,,Fazenda Austrália Airport,Small airport,Deodápolis,Brazil
SDWH,,Fazenda Avanhandava Airport,Small airport,José Bonifácio,Brazil
SJBB,,Fazenda Bacaba Airport,Small airport,Caseara,Brazil
SWQW,,Fazenda Bacaeri Airport,Small airport,Alta Floresta,Brazil
SSDI,,Fazenda Bacatuba Airport,Small airport,Buriti Bravo,Brazil
SJFB,,Fazenda Bacuri Airport,Small airport,Riachão,Brazil
SSTP,,Fazenda Baessa Airport,Small airport,Turvelândia,Brazil
SNQZ,,Fazenda Bagagem Airport,Small airport,Aral Moreira,Brazil
SSBU,,Fazenda Baguaçu - Miragem Airport,Small airport,Porto Murtinho,Brazil
SNQR,,Fazenda Bahia - Don Bosco Airport,Small airport,Poconé,Brazil
SIRU,,Fazenda Bahia Airport,Small airport,Pedra Preta,Brazil
SNWE,,Fazenda Baia da Bugra Airport,Small airport,Corumbá,Brazil
SDVQ,,Fazenda Baía das Conchas Airport,Small airport,Porto Murtinho,Brazil
SSBH,,Fazenda Baia do Lara Airport,Small airport,Corumbá,Brazil
SJBU,,Fazenda Baluarte Airport,Small airport,Lagoa Dos Patos,Brazil
SDZS,,Fazenda Bananeira Airport,Small airport,Altair,Brazil
SNZY,,Fazenda Bandeira Airport,Small airport,Tupã,Brazil
SIVP,,Fazenda Bandeirante Airport,Small airport,Nova Crixás,Brazil
SSTS,,Fazenda Bandeirantes Airport,Small airport,Taquarussu,Brazil
SJDX,,Fazenda Bandeirantes Airport,Small airport,Aquidauana,Brazil
SDTR,,Fazenda Bandeirantes Airport,Small airport,Porto Murtinho,Brazil
SSDS,,Fazenda Bandeirantes Airport,Small airport,Nova Crixás,Brazil
SIWM,,Fazenda Bandeirantes Airport,Small airport,Goiatuba,Brazil
SJZD,,Fazenda Bandeiras Airport,Small airport,Corumbá,Brazil
SJBW,,Fazenda Barbacena Airport,Small airport,São Pedro Do Ivaí,Brazil
SDJZ,0,Fazenda Barra do Agudo Airport,Small airport,Morro Agudo,Brazil
SIUA,,Fazenda Barra do Lagoa Airport,Small airport,Santa Rita Do Pardo,Brazil
SDTT,,Fazenda Barra do Traitu Airport,Small airport,Araçatuba,Brazil
SSDE,,Fazenda Barra Dourada Airport,Small airport,Dourados,Brazil
SSWV,,Fazenda Barra Grande Airport,Small airport,Tomazinha,Brazil
SJJU,,Fazenda Barra Mansa Airport,Small airport,Nova Lacerda,Brazil
SSFQ,,Fazenda Barra Nova Airport,Small airport,Rio Brilhante,Brazil
SSOQ,,Fazenda Barranco Alto Airport,Small airport,Aquidauana,Brazil
SIQX,,Fazenda Barranquinho Airport,Small airport,Porto Estrela,Brazil
SWBN,,Fazenda Barreirinhos Airport,Small airport,Barão De Melgaço,Brazil
SNRW,,Fazenda Barreiro Airport,Small airport,Miracema Do Tocantins,Brazil
SJRR,,Fazenda Barreiro Airport,Small airport,Paraúna,Brazil
SDWN,,Fazenda Barreiro Grande Airport,Small airport,Colômbia,Brazil
SJGY,,Fazenda Barriguda Airport,Small airport,São Domingos,Brazil
SWQX,,Fazenda Barro Preto Airport,Small airport,Monte Alegre De Goiás,Brazil
SSIF,,Fazenda Baunilha Airport,Small airport,Itaquiraí,Brazil
SNZO,,Fazenda Bebida Velha Airport,Small airport,Touros,Brazil
SJIU,,Fazenda Beija-Flor Airport,Small airport,Esplanada,Brazil
SIAX,,Fazenda Beira Rio Airport,Small airport,Novo Progresso,Brazil
SWKV,,Fazenda Beira Rio Airport,Small airport,Itaúba,Brazil
SWBT,,Fazenda Beira Rio Airport,Small airport,Nova Canaã Do Norte,Brazil
SIKY,,Fazenda Beira Rio Airport,Small airport,Costa Rica,Brazil
SJAR,,Fazenda Bela Manhã Airport,Small airport,Santa Clara D`Oeste,Brazil
SWHJ,,Fazenda Bela Vista Airport,Small airport,Nova Monte Verde,Brazil
SSBA,,Fazenda Bela Vista Airport,Small airport,Camapuã,Brazil
SIBV,,Fazenda Bela Vista Airport,Small airport,Nova Alvorada Do Sul,Brazil
SJXV,,Fazenda Bela Vista Airport,Small airport,Amambaí,Brazil
SSZB,,Fazenda Bela Vista Airport,Small airport,Corumbá,Brazil
SNVA,,Fazenda Bela Vista Airport,Small airport,Cumaru Do Norte,Brazil
SNGK,,Fazenda Bela Vista Airport,Small airport,Monte Alegre De Minas,Brazil
SWVV,,Fazenda Bela Vista Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SNZF,,Fazenda Bela Vista Airport,Small airport,Soure,Brazil
SNBE,,Fazenda Bela Vista Airport,Small airport,Novo Horizonte do Sul,Brazil
SSWW,,Fazenda Belém Airport,Small airport,Corumbá,Brazil
SJHN,,Fazenda Belluno Airport,Small airport,Alfredo Wagner,Brazil
SNXD,,Fazenda Beradão Airport,Small airport,Itaituba,Brazil
SSHD,,Fazenda Bipandora II Airport,Small airport,Itaporã,Brazil
SSBS,,Fazenda Boa Esperança Airport,Small airport,Brasilândia,Brazil
SWHA,,Fazenda Boa Esperança Soberbinho Airport,Small airport,Guarinos,Brazil
SWBF,,Fazenda Boa Fortuna Airport,Small airport,Pium,Brazil
SNLU,,Fazenda Boa Luz Airport,Small airport,Laranjeiras,Brazil
SNKW,,Fazenda Boa Sorte Airport,Small airport,Iacri,Brazil
SDCE,,Fazenda Boa Sorte Airport,Small airport,Aliança do Tocantins,Brazil
SIGL,,Fazenda Boa Sorte Airport,Small airport,Nova Andradina,Brazil
SIHV,,Fazenda Boa Sorte Airport,Small airport,Paracatu,Brazil
SSBW,,Fazenda Boa Sorte Airport,Small airport,Sidrolândia,Brazil
SIMI,,Fazenda Boa Vista Airport,Small airport,Tacuru,Brazil
SDXT,,Fazenda Boa Vista Airport,Small airport,Rio Negro,Brazil
SSMV,,Fazenda Boa Vista Airport,Small airport,Pirassununga,Brazil
SNNX,,Fazenda Boa Vista Airport,Small airport,Corumbiara,Brazil
SWQM,,Fazenda Boa Vista Airport,Small airport,Acorizal,Brazil
SNLZ,,Fazenda Boca da Mata Airport,Small airport,Divinópolis Do Tocantins,Brazil
SIEV,,Fazenda Boca da Onça Airport,Small airport,Bodoquena,Brazil
SWFO,,Fazenda Bocaína Airport,Small airport,Jangada,Brazil
SJZO,,Fazenda Boi Branco Airport,Small airport,Corumbá,Brazil
SIQM,,Fazenda Bom Jardim Airport,Small airport,Porteirão,Brazil
SDCZ,,Fazenda Bom Jardim Airport,Small airport,Mangaratiba,Brazil
SWJM,,Fazenda Bom Jesus Airport,Small airport,Novo Alegre,Brazil
SJEQ,,Fazenda Bom Jesus Airport,Small airport,Corumbá,Brazil
SWMH,,Fazenda Bom Pastor Airport,Small airport,Itapirapuã,Brazil
SIAR,,Fazenda Bom Retiro Airport,Small airport,Ibirarema,Brazil
SNSA,,Fazenda Bom Sucesso Airport,Small airport,Vazante,Brazil
SNXO,,Fazenda Bom Sucesso Airport,Small airport,Novo Progresso,Brazil
SSDJ,,Fazenda Bonanza Airport,Small airport,Camapuã,Brazil
SDBN,,Fazenda Bonanza Airport,Small airport,Salto De Pirapora,Brazil
SJEJ,,Fazenda Bonanza Airport,Small airport,Avaí,Brazil
SIKN,,Fazenda Bonanza Airport,Small airport,Arame,Brazil
SNWM,,Fazenda Bonito Airport,Small airport,Ilha Solteira,Brazil
SSZV,,Fazenda Bordolândia Airport,Small airport,Serra Nova Dourada,Brazil
SIVV,,Fazenda Bororeo Airport,Small airport,Barão De Melgaço,Brazil
SJNN,,Fazenda Botelho Airport,Small airport,Nova Mamoré,Brazil
SWDF,,Fazenda Braço Forte Airport,Small airport,Novo Mundo,Brazil
SJFN,,Fazenda Brasil Novo Airport,Small airport,Coxim,Brazil
SSLX,,Fazenda Brasília do Sul Airport,Small airport,Juti,Brazil
SDBZ,,Fazenda Brauna Airport,Small airport,Fazenda Brauna,Brazil
