ICAO,IATA,Name,Type,Municipality,Country,
FZDP,,Mukedi Airport,Small airport,Mukedi,Congo (Kinshasa),
FZRC,,Mukoy Airport,Small airport,Mukoy,Congo (Kinshasa),
HKMK,JJM,Mulika Lodge Airport,Small airport,Meru-Kinna,Kenya,
FLMU,,Mulobezi Airport,Small airport,Mulobezi,Zambia,
FZMC,,Mulungu Airport,Small airport,Mulungu,Congo (Kinshasa),
FZQD,,Mulungwishi Airport,Small airport,Mulungwishi,Congo (Kinshasa),
FZWL,,Munkamba Airport,Small airport,Munkamba,Congo (Kinshasa),
FVMW,,Murewa Airport,Small airport,Murewa,Zimbabwe,
DNMM,LOS,Murtala Muhammed International Airport,Large airport,Lagos,Nigeria,
FZUO,,Musese Airport,Small airport,Musese,Congo (Kinshasa),
FZBJ,,Mushie Airport,Small airport,Mushie,Congo (Kinshasa),
FAMH,MEZ,Musina(Messina) Airport,Small airport,Musina,South Africa,
HTMU,MUZ,Musoma Airport,Small airport,Musoma,Tanzania,
FVMU,UTA,Mutare Airport,Small airport,Mutare,Zimbabwe,
FZDJ,,Mutena Airport,Small airport,Mutena,Congo (Kinshasa),
FVMT,,Mutoko Airport,Medium airport,Mutoko,Zimbabwe,
FZUM,,Mutoto Airport,Small airport,Mutoto,Congo (Kinshasa),
FZQN,,Mutshatsha Airport,Small airport,Mutshatsha,Congo (Kinshasa),
FZAY,,Mvula Sanda Airport,Small airport,Mvula Sanda,Congo (Kinshasa),
HTMV,,Mvumi Airport,Small airport,Mvumi,Tanzania,
FZQJ,,Mwadingusha Airport,Small airport,Mwadingusha,Congo (Kinshasa),
HTMD,MWN,Mwadui Airport,Small airport,Mwadui,Tanzania,
HTMW,MWZ,Mwanza Airport,Medium airport,Mwanza,Tanzania,
FZVM,MEW,Mweka Airport,Small airport,Mweka,Congo (Kinshasa),
FZWE,,Mwene-Ditu Airport,Small airport,Mwene-Ditu,Congo (Kinshasa),
HUMW,,Mweya Airport,Small airport,Mweya,Uganda,
FLMW,,Mwinilunga Airport,Small airport,Mwinilunga,Zambia,
FWMZ,,Mzimba Airport,Small airport,Mzimba,Malawi,
FWUU,ZZU,Mzuzu Airport,Medium airport,Mzuzu,Malawi,
FEFN,NDL,N'Délé Airport,Small airport,N'Délé,Central African Republic,
FTTJ,NDJ,N'Djamena International Airport,Large airport,N'Djamena,Chad,
FKKN,NGE,N'Gaoundéré Airport,Medium airport,N'Gaoundéré,Cameroon,
FCMN,,N'gongo Airport,Small airport,N'gongo,Congo (Brazzaville),
DRZN,,N'Guigmi Airport,Small airport,N'Guigmi,Niger,
FZAR,NKL,N'Kolo-Fuma Airport,Small airport,N'Kolo-Fuma,Congo (Kinshasa),
FCPK,,N'komo Airport,Small airport,N'komo,Congo (Brazzaville),
FCMZ,,N'Zabi Airport,Small airport,N'Zabi,Congo (Brazzaville),
FNZE,ARZ,N'zeto Airport,Small airport,N'zeto,Angola,
FCMB,,N'Ziba Airport,Small airport,N'Ziba,Congo (Brazzaville),
FQNC,MNC,Nacala Airport,Small airport,Nacala,Mozambique,
HTNA,NCH,Nachingwea Airport,Small airport,Nachingwea,Tanzania,
GMMW,NDR,Nador International Airport,Medium airport,Nador,Morocco,
HLNR,,Nafurah 1 Airport,Small airport,Nafurah 1,Libya,
HKNW,WIL,Nairobi Wilson Airport,Medium airport,Nairobi,Kenya,
HKNV,,Naivasha Airport,Small airport,Naivasha,Kenya,
HKNK,NUU,Nakuru Airport,Small airport,Nakuru,Kenya,
FNMO,MSZ,Namibe Airport,Medium airport,Namibe,Angola,
FQNP,APL,Nampula Airport,Medium airport,Nampula,Mozambique,
FYNA,NNI,Namutoni Airport,Small airport,Namutoni,Namibia,
FLNL,,Namwala Airport,Small airport,Namwala,Zambia,
HTUK,,Nansio Airport,Small airport,Ukerewe,Tanzania,
HL83,,Nanur Airport,Small airport,,Libya,
HKNY,NYK,Nanyuki Airport,Medium airport,Nanyuki,Kenya,
GANK,NRM,Nara Airport,Small airport,Nara,Mali,
HKNO,,Narok Airport,Small airport,Narok,Kenya,
FBNT,,Nata Airport,Small airport,Nata,Botswana,
DBBN,NAE,Natitingou Airport,Small airport,Natitingou,Benin,
DGLN,,Navrongo Airport,Small airport,Navrongo,Ghana,
FWSU,,Nchalo Sucoma Airport,Small airport,Nchalo,Malawi,
FOGE,KDN,Ndende Airport,Small airport,Ndende,Gabon,
FZAA,FIH,Ndjili International Airport,Large airport,Kinshasa,Congo (Kinshasa),
FZAB,NLO,Ndolo Airport,Medium airport,N'dolo,Congo (Kinshasa),
FNNG,GXG,Negage Airport,Medium airport,Negage,Angola,
HANG,EGL,Negele Airport,Small airport,Negele Borana,Ethiopia,
HANJ,NEJ,Nejjo Airport,Small airport,Nejjo,Ethiopia,
HANK,NEK,Nekemte Airport,Small airport,Nekemte,Ethiopia,
FANS,NLP,Nelspruit Airport,Small airport,Nelspruit,South Africa,
GQNI,EMN,Néma Airport,Small airport,Néma,Mauritania,
HRYN,,Nemba Airport,Small airport,Nemba,Rwanda,
DIGN,BBV,Nero-Mer Airport,Small airport,Grand-Béréby,Côte d'Ivoire,
HSNW,NHF,New Halfa Airport,Small airport,New Halfa,Sudan,
FANH,,New Hanover Airport,Small airport,New Hanover,South Africa,
FANL,,New Largo Airport,Small airport,Witbank,South Africa,
FATP,,New Tempe Airport,Small airport,Bain's Vlei,South Africa,
FANC,NCS,Newcastle Airport,Medium airport,Newcastle,South Africa,
FWNB,,Ngabu Airport,Small airport,Ngabu,Malawi,
FANG,NGL,Ngala Airport,Small airport,Ngala,South Africa,
HTNR,,Ngara Airport,Small airport,Ngara,Tanzania,
HTNG,,Ngerengere Air Force Base,Small airport,Ngerengere,Tanzania,
FZDH,,Ngi Airport,Small airport,Ngi,Congo (Kinshasa),
FNGI,VPE,Ngjiva Pereira Airport,Medium airport,Ngiva,Angola,
FLNA,ZGM,Ngoma Airport,Small airport,Ngoma,Zambia,
FCPD,DIS,Ngot Nzoungou Airport,Medium airport,Dolisie,Congo (Brazzaville),
FZES,,Ngumu Airport,Small airport,Ngumu,Congo (Kinshasa),
FDNH,,Nhlangano Airport,Small airport,Nhlangano,Swaziland,
GANF,,Niafunke Airport,Small airport,Niafunke,Mali,
DXNG,LRL,Niamtougou International Airport,Medium airport,Niamtougou,Togo,
FANV,,Nieuwoudtville Airfield,Small airport,Nieuwoudtville,South Africa,
GLNA,NIA,Nimba Airport,Small airport,Nimba,Liberia,
HSNM,,Nimuli Airport,Small airport,Nimuli,South Sudan,
FZBI,NIO,Nioki Airport,Small airport,Nioki,Congo (Kinshasa),
GANR,NIX,Nioro du Sahel Airport,Small airport,Nioro du Sahel,Mali,
HTNJ,JOM,Njombe Airport,Small airport,Njombe,Tanzania,
FXNK,NKU,Nkaus Airport,Small airport,Nkaus,Lesotho,
FWKK,,Nkhota Kota Airport,Small airport,Nkhota Kota,Malawi,
FKAN,NKS,Nkongsamba Airport,Small airport,Nkongsamba,Cameroon,
DNAA,ABV,Nnamdi Azikiwe International Airport,Large airport,Abuja,Nigeria,
FXNH,,Nohanas Airport,Small airport,Nohanas,Lesotho,
FBNN,,Nokaneng Airport,Small airport,Nokaneng,Botswana,
FANA,,Nongoma Airport,Small airport,Nongoma,South Africa,
GQPP,NDB,Nouadhibou International Airport,Medium airport,Nouadhibou,Mauritania,
GQNO,NKC,Nouakchott–Oumtounsy International Airport,Large airport,Nouakchott,Mauritania,
FCPN,,Noumbi Airport,Small airport,Noumbi,Congo (Brazzaville),
DAUG,GHA,Noumérat - Moufdi Zakaria Airport,Medium airport,Ghardaïa,Algeria,
DFON,XNU,Nouna Airport,Small airport,Nouna,Burkina Faso,
FNHU,NOV,Nova Lisboa Airport,Medium airport,Huambo,Angola,
FZAF,,Nsangi Airport,Small airport,Nsangi,Congo (Kinshasa),
FWSJ,,Nsanje Airport,Small airport,Nsanje,Malawi,
FDNS,,Nsoko Airport,Small airport,Nsoko,Swaziland,
FWCS,,Ntchisi Airport,Small airport,Ntchisi,Malawi,
FBNW,,Ntswi Airport,Small airport,Gunn's Camp,Botswana,
FBNB,,Nxabega Airport,Small airport,Nxabega,Botswana,
FBNX,,Nxamaseri Airport,Small airport,Nxamaseri Lodge,Botswana,
HSNN,UYL,Nyala Airport,Small airport,Nyala,Sudan,
FZDG,,Nyanga Airport,Small airport,Nyanga,Congo (Kinshasa),
FCMS,,Nyanga Airport,Small airport,Nyanga,Congo (Brazzaville),
FVNY,,Nyanyadzi Airport,Small airport,Nyanyadzi,Zimbabwe,
HKNI,NYE,Nyeri Airport,Small airport,Nyeri,Kenya,
FLNY,,Nyimba Airport,Small airport,Nyimba,Zambia,
FANY,,Nylstroom Airfield,Small airport,Modimolle,South Africa,
FZRN,,Nyunzu Airport,Small airport,Nyunzu,Congo (Kinshasa),
FNZG,NZA,Nzagi Airport,Small airport,Nzagi,Angola,
FZDF,,Nzamba Airport,Small airport,Nzamba,Congo (Kinshasa),
GUNZ,NZE,Nzérékoré Airport,Small airport,Nzérékoré,Guinea,
FZMD,,Nzovu Airport,Small airport,Nzovu,Congo (Kinshasa),
FBOD,,Oakdene Airport,Small airport,Oakdene,Botswana,
FZNQ,,Obaye Airport,Small airport,Obaye,Congo (Kinshasa),
HCMO,CMO,Obbia Airport,Small airport,Obbia,Somalia,
HDOB,OBC,Obock Airport,Small airport,Obock,Djibouti,
FZOJ,,Obokote Airport,Small airport,Obokote,Congo (Kinshasa),
HEOC,,October Airport,Small airport,,Egypt,
FAOD,,Odendaalsrus Airport,Small airport,Odendaalsrus,South Africa,
DIOD,KEO,Odienne Airport,Small airport,Odienne,Côte d'Ivoire,
FYON,,Okahandja Airstrip,Small airport,Okahandja,Namibia,
FYOH,,Okahao Airport,Small airport,Okahao,Namibia,
FYOO,OKF,Okaukuejo Airport,Small airport,Okaukuejo,Namibia,
FOGQ,OKN,Okondja Airport,Medium airport,Okondja,Gabon,
FBOK,,Okwa Airport,Small airport,Okwa,Botswana,
FWLE,,Old Lilongwe Airport,Small airport,Lilongwe,Malawi,
HTOL,,Oltipesi Airport,Small airport,,Tanzania,
FYOM,,Omaruru Airport,Small airport,Omaruru,Namibia,
FYGL,,Omaruru Game Lodge Airport,Small airport,Omaruru,Namibia,
FOOH,OMB,Omboue Hopital Airport,Medium airport,Omboue,Gabon,
FBOM,,Omdop Airport,Small airport,Duba Plains Camp,Botswana,
FYOE,OMG,Omega Airport,Small airport,Omega,Namibia,
FYOA,OND,Ondangwa Airport,Medium airport,Ondangwa,Namibia,
FYOU,,Operet Airport,Small airport,Operet,Namibia,
FYOP,OPW,Opuwa Airport,Small airport,Opuwa,Namibia,
FAOR,JNB,OR Tambo International Airport,Large airport,Johannesburg,South Africa,
FYOG,OMD,Oranjemund Airport,Medium airport,Oranjemund,Namibia,
FBOR,ORP,Orapa Airport,Small airport,Orapa,Botswana,
FAOI,,Orient Glider Airport,Small airport,Orient,South Africa,
FAOY,,Orkney Airport,Small airport,Orkney,South Africa,
HKIK,,Orly (Olooitikosh) Airport,Small airport,Orly (Olooitikosh),Kenya,
FAON,,Ornate Lake - St Lucia Airport,Small airport,Hluhluwe,South Africa,
DFOR,,Orodara Airport,Small airport,Orodara,Burkina Faso,
FYOS,OHI,Oshakati Airport,Small airport,Oshakati,Namibia,
DNOS,,Oshogbo Airport,Small airport,Oshogbo,Nigeria,
FZBD,,Oshwe Airport,Small airport,Oshwe,Congo (Kinshasa),
FYSN,,Osona Airstrip,Small airport,Osona,Namibia,
GGOV,OXB,Osvaldo Vieira International Airport,Medium airport,Bissau,Guinea-Bissau,
FAOL,,Othawa Airport,Small airport,Otthawa,South Africa,
FYOW,OTJ,Otjiwarongo Airport,Small airport,Otjiwarongo,Namibia,
FAOT,,Ottosdal Airport,Small airport,Ottosdal,South Africa,
FEFW,ODA,Ouadda Airport,Small airport,Ouadda,Central African Republic,
DFFD,OUA,Ouagadougou Airport,Large airport,Ouagadougou,Burkina Faso,
DFCC,OUG,Ouahigouya Airport,Small airport,Ouahigouya,Burkina Faso,
DAOC,,Ouakda Airport,Small airport,Béchar,Algeria,
DRRU,,Ouallam Airport,Small airport,Ouallam,Niger,
FEGO,ODJ,Ouanda Djallé Airport,Small airport,Ouanda Djallé,Central African Republic,
DIOF,OFI,Ouango Fitini Airport,Small airport,Ouango Fitini,Côte d'Ivoire,
FMCV,AJN,Ouani Airport,Medium airport,Ouani,Comoros,
DFEY,,Ouargaye Airport,Small airport,Ouargaye,Burkina Faso,
GMMZ,OZZ,Ouarzazate Airport,Medium airport,Ouarzazate,Morocco,
FAOH,OUH,Oudtshoorn Airport,Medium airport,Oudtshoorn,South Africa,
DAUH,HME,Oued Irara Airport,Medium airport,Hassi Messaoud,Algeria,
FCOU,OUE,Ouesso Airport,Medium airport,Sangha,Congo (Brazzaville),
GMFA,,Ouezzane Airport,Small airport,Beni Malek,Morocco,
DAEO,QMH,Oum el Bouaghi airport,Small airport,Oum El Bouaghi,Algeria,
GOSM,MAX,Ouro Sogui Airport,Medium airport,Matam,Senegal,
FYOJ,,Outjo Airport,Small airport,Outjo,Namibia,
FAOB,OVG,Overberg Airport,Small airport,Overberg,South Africa,
FCOO,FTX,Owando Airport,Medium airport,Owando,Congo (Brazzaville),
HLZG,,Oxy A 103 Airport,Small airport,Oxy A 103,Libya,
FOGO,OYE,Oyem Airport,Medium airport,Oyem,Gabon,
FCOD,OLL,Oyo Ollombo Airport,Medium airport,Oyo,Congo (Brazzaville),
FAKD,KXE,P C Pelser Airport,Medium airport,Klerksdorp,South Africa,
FAPU,,Paarl East Airport,Small airport,Paarl,South Africa,
HSPA,,Pachella Airport,Small airport,Pachella,South Sudan,
HUPA,PAF,Pakuba Airfield,Small airport,Kabalega Falls,Uganda,
FTTP,PLF,Pala Airport,Small airport,Pala,Chad,
FBPY,QPH,Palapye Airport,Small airport,Palapye,Botswana,
HSFA,HGI,Paloich Airport,Heliport,Medium airport,Higleig,South Sudan
DFEP,XPA,Pama Airport,Small airport,Pama,Burkina Faso,
FBPA,,Pandamatenga Airport,Small airport,Pandamatenga,Botswana,
FEFP,,Paoua Airport,Small airport,Paoua,Central African Republic,
FAPX,,Paradise Beach Airport,Small airport,Jeffreysbaal,South Africa,
DBBP,PKO,Parakou Airport,Small airport,Parakou,Benin,
FAPY,,Parys Airport,Small airport,Parys,South Africa,
FXPG,PEL,Pelaneng Airport,Small airport,Pelaneng,Lesotho,
FQPB,POL,Pemba Airport,Medium airport,Pemba / Porto Amelia,Mozambique,
HTPE,PMA,Pemba Airport,Medium airport,Chake,Tanzania,
FCPO,,Pemo Airport,Small airport,Pemo,Congo (Brazzaville),
FZRJ,,Pepa Airport,Small airport,Pepa,Congo (Kinshasa),
FLPE,,Petauke Airport,Small airport,Petauke,Zambia,
FARA,,Petit Airport,Small airport,Daveyton,South Africa,
FAPV,,Petrusville Airport,Small airport,Petrusville,South Africa,
FZOT,,Phibraki Airport,Small airport,Phibraki,Congo (Kinshasa),
HSPI,,Pibor Airport,Small airport,Pibor Post,South Sudan,
FAUP,UTN,Pierre Van Ryneveld Airport,Medium airport,Upington,South Africa,
FMEP,ZSE,Pierrefonds Airport,Medium airport,St Pierre,Réunion,
FAPF,,Piet Retief Airport,Small airport,Piet Retief,South Africa,
FAPM,PZB,Pietermaritzburg Airport,Medium airport,Pietermaritzburg,South Africa,
FAPI,,Pietersburg Municipal Airport,Medium airport,Polokwane,South Africa,
FAPW,,Pietersrus Airport,Small airport,Pietersrus,South Africa,
FDNG,,Piggs Peak Airport,Small airport,Ngonini,Swaziland,
FAPN,NTY,Pilanesberg International Airport,Small airport,Pilanesberg,South Africa,
FAPO,,Pilgrims Rest Airport,Small airport,Mankolehlotlo,South Africa,
FSPL,,Platte Airport,Small airport,Platte Island,Seychelles,
FAPG,PBZ,Plettenberg Bay Airport,Medium airport,Plettenberg Bay,South Africa,
FVPL,,Plumtree Airport,Small airport,Plumtree,Zimbabwe,
DFCP,PUP,Po Airport,Small airport,Po,Burkina Faso,
GOSP,POD,Podor Airport,Small airport,Podor,Senegal,
FAPD,,Pofadder Airport,Small airport,Pofadder,South Africa,
FCPP,PNR,Pointe Noire Airport,Medium airport,Pointe Noire,Congo (Brazzaville),
FYPO,,Pokweni Glider Airport,Small airport,,Namibia,
FAPP,PTG,Polokwane International Airport,Medium airport,Polokwane,South Africa,
FAQF,,Pomfret Airport,Small airport,Pomfret,South Africa,
FAPL,,Pongola Airport,Small airport,Pongola,South Africa,
FQPO,PDD,Ponta do Ouro Airport,Small airport,Ponta do Ouro,Mozambique,
FZCP,,Popokabaka Airport,Small airport,Popokabaka,Congo (Kinshasa),
DBBO,,Porga Airport,Small airport,Porga,Benin,
FAPA,AFD,Port Alfred Airport,Small airport,Port Alfred,South Africa,
FMNG,WPB,Port Bergé Airport,Small airport,Port Bergé,Madagascar,
DIAP,ABJ,Port Bouet Airport,Medium airport,Abidjan,Côte d'Ivoire,
FAPE,PLZ,Port Elizabeth Airport,Medium airport,Port Elizabeth,South Africa,
FOOG,POG,Port Gentil Airport,Medium airport,Port Gentil,Gabon,
DNPO,PHC,Port Harcourt International Airport,Medium airport,Port Harcourt,Nigeria,
HEPS,PSD,Port Said Airport,Medium airport,Port Said,Egypt,
FAPJ,JOH,Port St Johns Airport,Medium airport,Port St Johns,South Africa,
HSSP,,Port Sudan Air Base,Small airport,Port Sudan,Sudan,
HSPN,PZU,Port Sudan New International Airport,Medium airport,Port Sudan,Sudan,
FNPA,PBN,Porto Amboim Airport,Medium airport,Port Amboim,Angola,
FAPT,,Posmasburg Soil Airport,Small airport,Postmasburg,South Africa,
FEFB,,Poste Airport,Small airport,Obo,Central African Republic,
FAPS,PCF,Potchefstroom Airport,Medium airport,Potchefstroom,South Africa,
DFCR,,Poura Airport,Small airport,Poura,Burkina Faso,
GVNP,RAI,Praia International Airport,Medium airport,Praia,Cape Verde,
FSPP,PRI,Praslin Airport,Medium airport,Praslin Island,Seychelles,
GVSN,SNE,Preguiça Airport,Medium airport,Preguiça,Cape Verde,
FGMY,GEM,President Obiang Nguema International Airport,Small airport,Mengomeyén,Equatorial Guinea,
FAPK,PRK,Prieska Airport,Small airport,Prieska,South Africa,
FAPC,,Prince Albert Airport,Small airport,Prince Albert,South Africa,
FAUL,ULD,Prince Mangosuthu Buthelezi Airport,Medium airport,Ulundi,South Africa,
FMCH,HAH,Prince Said Ibrahim International Airport,Medium airport,Moroni,Comoros,
FPPR,PCP,Principe Airport,Medium airport,Santo António,São Tomé and Principe,
FAPZ,,Progress Airport,Small airport,Sunlands,South Africa,
FAHE,,Pullenshope Hendrina Airport,Small airport,Hendrina,South Africa,
FAPQ,,Punda Maria(Malia) Airport,Small airport,Kruger National Park,South Africa,
FZOP,PUN,Punia Airport,Small airport,Punia,Congo (Kinshasa),
FZOQ,,Punia-Basenge Airport,Small airport,Punia-Basenge,Congo (Kinshasa),
FZQC,PWO,Pweto Airport,Small airport,Pweto,Congo (Kinshasa),
FXQN,UNE,Qacha's Nek Airport,Small airport,Qacha's Nek,Lesotho,
HL64,,Qaryat Al Karmal Airport,Small airport,,Libya,
FNLU,LAD,Quatro de Fevereiro Airport,Large airport,Luanda,Angola,
GG64,,Quebo Airport,Small airport,Quebo,Guinea-Bissau,
FAQT,UTW,Queenstown Airport,Medium airport,Queenstown,South Africa,
FQQL,UEL,Quelimane Airport,Medium airport,Quelimane,Mozambique,
FXQG,UTG,Quthing Airport,Small airport,Quthing,Lesotho,
DABB,AAE,Rabah Bitat Airport,Medium airport,Annaba,Algeria,
GMME,RBA,Rabat-Salé Airport,Medium airport,Rabat,Morocco,
GVBA,BVC,Rabil Airport,Medium airport,Rabil,Cape Verde,
FHAW,ASI,RAF Ascension Island,Medium airport,Ascension Island,Saint Helena,
FEGR,RFA,Rafaï Airport,Small airport,Rafaï,Central African Republic,
FYRR,,Rag Rock Airport,Small airport,,Namibia,
HSRJ,,Raga Airport,Small airport,Raga,South Sudan,
FBRK,,Rakops Airport,Small airport,Rakops,Botswana,
FAGM,QRA,Rand Airport,Medium airport,Johannesburg,South Africa,
HLNF,,Ras Lanuf Oil Airport,Small airport,,Libya,
FVRA,,Ratelshoek Airport,Small airport,Ratelshoek,Zimbabwe,
DAAN,,Reggane Airport,Small airport,,Algeria,
FARZ,,Reitz Airport,Small airport,Maasstroom,South Africa,
FARI,RVO,Reivilo Airport,Small airport,Reivilo,South Africa,
DAAZ,,Relizane Airport,Medium airport,Zemmora,Algeria,
DTTD,,Remada Air Base,Medium airport,Remada,Tunisia,
FSSR,,Remire Island Airport,Small airport,Remire Island,Seychelles,
HSRN,,Renk Airport,Small airport,Renk,South Sudan,
FVRE,,Renroc Airport,Small airport,Renroc,Zimbabwe,
GOSR,RDT,Richard Toll Airport,Small airport,Richard Toll,Senegal,
FARB,RCB,Richards Bay Airport,Medium airport,Richards Bay,South Africa,
FARM,,Richmond Airport,Small airport,Richmond,South Africa,
FVRF,,Rifa Airstrip,Small airport,,Zimbabwe,
FARD,,Riversdale Airport,Small airport,Riversdale,South Africa,
FAMN,LLE,Riverside Airport,Medium airport,Malelane,South Africa,
HAGB,GOB,Robe Airport,Small airport,Goba,Ethiopia,
FVRG,HRE,Robert Gabriel Mugabe International Airport,Large airport,Harare,Zimbabwe,
GLRB,ROB,Roberts International Airport,Large airport,Monrovia,Liberia,
FARS,ROD,Robertson Airport,Medium airport,Robertson,South Africa,
GLCM,,Robertsport/Cape Mount Airport,Small airport,Robertsport/Cape Mount,Liberia,
FMEE,RUN,Roland Garros Airport,Medium airport,St Denis,Réunion,
FARO,,Rooiberg Airport,Small airport,Rooiberg,South Africa,
FLRO,,Rosa Airport,Small airport,Rosa,Zambia,
FLRZ,,Royal Zambesi Lodge Airstrip,Small airport,,Zambia,
FYRC,,Ruacana Airport,Small airport,Ruacana,Namibia,
FLRU,,Rufansa Airport,Small airport,Rufansa,Zambia,
FZMB,RUE,Rughenda Airfield,Small airport,Butembo,Congo (Kinshasa),
HRYU,RHG,Ruhengeri Airport,Small airport,Ruhengeri,Rwanda,
FVRK,,Rukomeshe Research Station Airstrip,Small airport,,Zimbabwe,
HSMK,RBX,Rumbek Airport,Small airport,Rumbek,South Sudan,
FYRU,NDU,Rundu Airport,Medium airport,Rundu,Namibia,
FVRU,,Rusape Airport,Small airport,Rusape,Zimbabwe,
FARG,,Rustenburg Airport,Medium airport,Rustenburg,South Africa,
FVRT,,Rutenga Airport,Small airport,Rutenga,Zimbabwe,
FZNC,,Rutshuru Airport,Small airport,Rutshuru,Congo (Kinshasa),
FZNR,,Rwindi Airport,Small airport,Rwindi,Congo (Kinshasa),
HLLS,SEB,Sabha Airport,Medium airport,Sabha,Libya,
FASE,GSS,Sabi Sabi Airport,Small airport,Belfast,South Africa,
FASU,,Sace Airport,Small airport,Sace,South Africa,
DNSO,SKO,Sadiq Abubakar III International Airport,Medium airport,Sokoto,Nigeria,
DFOF,,Safane Airport,Small airport,Safane,Burkina Faso,
FASJ,,Saffier Airport,Small airport,Saffier,South Africa,
GMMS,SFI,Safi Airport,Small airport,Safi,Morocco,
DA15,,Saida Airport,Small airport,,Algeria,
FBSI,,Saile Airport,Small airport,Saile,Botswana,
GOSS,XLS,Saint Louis Airport,Medium airport,Saint Louis,Senegal,
FMMS,SMS,Sainte Marie Airport,Medium airport,Nosy Boraha,Madagascar,
GMFF,FEZ,Saïss Airport,Medium airport,Fes,Morocco,
FLSJ,,Sakeji Airport,Small airport,Sakeji,Zambia,
FKKL,MVR,Salak Airport,Medium airport,Maroua,Cameroon,
FASD,,Saldanha /Vredenburg Airport,Medium airport,Saldanha-Vredenburg,South Africa,
FWSM,LMB,Salima Airport,Small airport,Salima,Malawi,
DNIM,QOW,Sam Mbakwe International Airport,Medium airport,Owerri,Nigeria,
FMSN,TDV,Samangoky Airport,Small airport,Tanandava,Madagascar,
GUSB,SBI,Sambailo Airport,Small airport,Koundara,Guinea,
FMNS,SVB,Sambava Airport,Medium airport,Sava,Madagascar,
HTSE,,Same Airport,Small airport,Same,Tanzania,
FLYA,,Samfya Airport,Small airport,Samfya,Zambia,
DISP,SPY,San Pedro Airport,Medium airport,San Pédro,Côte d'Ivoire,
FZSD,,Sandoa Airport,Small airport,Sandoa,Congo (Kinshasa),
GUSA,,Sangarédi Airport,Small airport,Sangarédi,Guinea,
FASA,,Sani Pass Airport,Small airport,Sani Pass,South Africa,
GMTN,TTU,Saniat R'mel Airport,Medium airport,Tétouan,Morocco,
DXMG,,Sansanné-Mango Airport,Small airport,Mango,Togo,
FBST,,Santawani Airport,Small airport,Santawani Lodge,Botswana,
FVSE,,Sanyati Estate Airport,Small airport,Sanyati Estate,Zimbabwe,
FNPB,,Sanza Pombo Airport,Small airport,Sanza Pombo,Angola,
HTXX,,Sanzale Airport,Small airport,Bagamoyo,Tanzania,
GVSF,SFL,São Filipe Airport,Small airport,São Filipe,Cape Verde,
GVSV,VXE,São Pedro Airport,Medium airport,São Pedro,Cape Verde,
FPST,TMS,São Tomé International Airport,Medium airport,São Tomé,São Tomé and Principe,
FTTA,SRH,Sarh Airport,Small airport,Sarh,Chad,
HLSA,,Sarir (C-4) Airport,Small airport,Sarir,Libya,
HL84,,Sarir Nw Airport,Small airport,,Libya,
DISS,ZSS,Sassandra Airport,Small airport,Sassandra,Côte d'Ivoire,
GLST,SAZ,Sasstown Airport,Small airport,Sasstown,Liberia,
FZOR,,Saulia Airport,Small airport,Saulia,Congo (Kinshasa),
FNSA,VHC,Saurimo Airport,Medium airport,Saurimo,Angola,
DBBS,SVF,Savé Airport,Small airport,Savé,Benin,
FBSV,SVT,Savuti Airport,Small airport,Savuti,Botswana,
FASG,,Schweizer Reneke Airport,Small airport,Schweizer Reneke,South Africa,
HCMS,CMS,Scusciuban Airport,Small airport,Scusciuban,Somalia,
DFES,XSE,Sebba Airport,Small airport,Sebba,Burkina Faso,
FASC,ZEC,Secunda Airport,Medium airport,Secunda,South Africa,
DISG,SEO,Seguela Airport,Small airport,Seguela,Côte d'Ivoire,
DFCS,,Seguenega Airport,Small airport,Seguenega,Burkina Faso,
FXSE,,Sehlabathebe Airport,Small airport,Sehlabathebe,Lesotho,
FXSH,SHK,Sehonghong Airport,Small airport,Sehonghong,Lesotho,
FXSK,SKQ,Sekakes Airport,Small airport,Sekakes,Lesotho,
FBSP,PKW,Selebi Phikwe Airport,Medium airport,Selebi-Phikwe,Botswana,
GQNS,SEY,Sélibaby Airport,Small airport,Sélibaby,Mauritania,
FBSL,,Selinda Airport,Small airport,Selinda,Botswana,
FZBS,,Semendua Airport,Small airport,Semendua,Congo (Kinshasa),
HASM,SZE,Semera Airport,Small airport,Semera,Ethiopia,
FXSM,SOK,Semonkong Airport,Small airport,Semonkong,Lesotho,
FLSN,SXG,Senanga Airport,Small airport,Senanga,Zambia,
FASN,,Senekal Airport,Small airport,Senekal,South Africa,
FVSX,,Sengwa Gorge Airport,Small airport,Sengwa Gorge,Zimbabwe,
FLSE,,Serenje Airport,Small airport,Serenje,Zambia,
HTSN,SEU,Seronera Airport,Small airport,Seronera,Tanzania,
FBSG,,Seronga Airport,Small airport,Seronga,Botswana,
FLSS,SJQ,Sesheke Airport,Small airport,Sesheke,Zambia,
FXSS,SHZ,Seshutes Airport,Small airport,Seshutes,Lesotho,
FYSS,SZM,Sesriem Airstrip,Small airport,,Namibia,
FOOS,ZKM,Sette Cama Airport,Small airport,Sette Cama,Gabon,
FSIA,SEZ,Seychelles International Airport,Large airport,Mahe Island,Seychelles,
DTTX,SFA,Sfax Thyna International Airport,Medium airport,Sfax,Tunisia,
FZMW,,Shabunda Airport,Small airport,Shabunda,Congo (Kinshasa),
FBSW,SWX,Shakawe Airport,Small airport,Shakawe,Botswana,
